epoch,train_loss,val_loss,val_bal_acc,fold,test_path,val_path
1,1.378964560372489,1.336788386106491,0.37937220964597873,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
2,1.3186375413622176,1.329802930355072,0.49976503759398494,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
3,1.2762480633599418,1.2899101674556732,0.5195018796992481,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
4,1.2379276837621416,1.2678443491458893,0.5077363547758285,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
5,1.2043378608567374,1.239500254392624,0.49951267056530213,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
6,1.1794143915176392,1.2150317132472992,0.5116349902534113,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
7,1.1392597470964705,1.169985294342041,0.49876792114695334,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
8,1.1089179004941667,1.1631976068019867,0.5138888888888888,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
9,1.0857826726777213,1.1541350781917572,0.5405962823725982,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
10,1.0427764398711068,1.1369821727275848,0.5654997709327081,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
11,1.0441547206469945,1.1539883315563202,0.5673036758563075,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
12,1.0103837932859148,1.134450912475586,0.5738826232247285,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
13,0.9868656950337547,1.1433163583278656,0.5735642870617403,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
14,0.9850960842200688,1.1575705409049988,0.5600807574491785,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
15,0.9621358556406838,1.1593515276908875,0.5504298941798942,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
16,0.94847315124103,1.163415938615799,0.543532610648485,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
17,0.9393612231527056,1.1748885214328766,0.5272444103089264,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
18,0.9283728344099862,1.1732269525527954,0.5404023050457685,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
19,0.9277803216661725,1.190889149904251,0.5524662350320244,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
20,0.8951963824885232,1.1868655681610107,0.5418878738063797,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
21,0.8937483089310783,1.17593052983284,0.5847242995481534,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
22,0.8968906402587891,1.1842752695083618,0.5484668211748007,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
23,0.8928198218345642,1.202280730009079,0.5613796475956917,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
24,0.8695118086678642,1.2068150341510773,0.537112831361558,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
25,0.8685018718242645,1.209812343120575,0.5500256577824489,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
26,0.8699567786284855,1.2367170453071594,0.5472136883427206,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
27,0.8602370875222343,1.223734736442566,0.5454097834191212,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
28,0.8452692202159336,1.2337215840816498,0.5300451509598368,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
29,0.8362525616373334,1.231292486190796,0.5203471267775173,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
30,0.8275411256722042,1.2463447451591492,0.5376636034530771,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
31,0.8182525081293923,1.2404221296310425,0.527182090530987,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
32,0.8327572558607373,1.2851734459400177,0.5128333827400041,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
33,0.7964367483343396,1.2574678361415863,0.5333385547201337,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
34,0.8165970231805529,1.278205692768097,0.5200214919017976,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
35,0.7847659587860107,1.281029462814331,0.5194123301084252,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
36,0.7901823648384639,1.2825240194797516,0.5182175869781982,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
37,0.7849807270935604,1.3188659250736237,0.510153070849166,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
38,0.7799794759069171,1.3044329583644867,0.5267596073517127,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
39,0.775381190436227,1.322594404220581,0.4828252867832664,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
40,0.765901654958725,1.2998718619346619,0.4928528759173921,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
41,0.7818272284099034,1.319894701242447,0.47834106996882886,0,Almacen-Laboratorio_J,Cuarto_O-Laboratorio_M
1,1.371796215281767,1.342460076014201,0.3441286061926519,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
2,1.3177302304436178,1.322719693183899,0.3390566313838349,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
3,1.2706922923817354,1.3075889150301616,0.35446373889620564,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
4,1.2316470426671646,1.2986006538073223,0.3548011208125349,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
5,1.2031223563586964,1.2970844109853108,0.3996729156843297,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
6,1.1823497239281149,1.2778190175692241,0.4571010086228856,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
7,1.1579474631477804,1.275940716266632,0.4649076738804069,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
8,1.1438160643858069,1.2781313955783844,0.4801030031055396,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
9,1.1205892422619987,1.2736162940661113,0.47899153970809016,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
10,1.1073816734201767,1.2809575200080872,0.48182744473169326,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
11,1.0777314831228817,1.2621260384718578,0.46259667550092404,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
12,1.0740254766800825,1.2869708041350048,0.45958462730815297,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
13,1.057808378163506,1.288825531800588,0.4550225192267044,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
14,1.037782584919649,1.2772195041179657,0.45147065996780644,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
15,1.029733335270601,1.2918960054715474,0.4313177134990705,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
16,1.0113487243652344,1.297639399766922,0.4618057926713602,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
17,0.9989352156134212,1.367757687966029,0.4366389986396328,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
18,0.9991034690071555,1.295499583085378,0.4437389233045543,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
19,1.0041305633152233,1.342993050813675,0.4239197003940187,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
20,0.9880507588386536,1.3223387102286022,0.44330032681332615,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
21,0.977169064914479,1.399945725997289,0.42830566530629943,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
22,0.958273849066566,1.3625307480494182,0.43991526158615574,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
23,0.9613997936248779,1.3809998234113057,0.44028827862055514,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
24,0.9418512162040261,1.395234038432439,0.4491839151477706,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
25,0.9577944734517265,1.3746355672677357,0.44204835536477893,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
26,0.9463804364204407,1.4496518274148305,0.41627237695722163,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
27,0.9331812893643099,1.3880450427532196,0.4445879333799435,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
28,0.9321721266297733,1.4595430294672649,0.4331319881414999,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
29,0.9076390511849347,1.47917835911115,0.4300543604919001,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
30,0.9178613809978261,1.4832828640937805,0.41944742532884577,1,Cuarto_O-Laboratorio_M,Cubiculo_13-Laboratorio_I
1,1.368545077741146,1.3613020380338032,0.36412599782293176,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
2,1.3163476884365082,1.3368029793103535,0.3536828737300436,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
3,1.2693103849887848,1.3169069687525432,0.3680152394775036,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
4,1.2235736772418022,1.310842474301656,0.37520410014513783,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
5,1.2019099444150925,1.2963105241457622,0.40801886792452835,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
6,1.1483062244951725,1.3133255044619243,0.4004104680696662,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
7,1.1397400721907616,1.308511734008789,0.41049074746008707,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
8,1.1351150199770927,1.3225687543551128,0.41275852685050796,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
9,1.0988031327724457,1.349115530649821,0.4143232946298985,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
10,1.0832512490451336,1.356365700562795,0.4041523040638607,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
11,1.0765198394656181,1.3635537226994832,0.41329145500725695,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
12,1.0475142635405064,1.381900668144226,0.40677158925979684,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
13,1.0571911036968231,1.3809749086697896,0.39063633889695215,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
14,1.054389599710703,1.3958197037378948,0.41058145863570394,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
15,1.0258790217339993,1.368712067604065,0.3912826560232221,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
16,1.0121724344789982,1.3858395616213481,0.41351823294629897,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
17,1.0235256627202034,1.378202776114146,0.41224827648766327,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
18,0.9926958680152893,1.3654682437578838,0.4357538098693759,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
19,0.9817274548113346,1.3570031523704529,0.42404072931785197,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
20,0.9748856723308563,1.3957070509592693,0.4146407837445573,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
21,0.9652917124330997,1.3458272814750671,0.45762654208998554,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
22,0.9890724681317806,1.3487281203269958,0.44946253628447025,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
23,0.973868653178215,1.3652850190798442,0.4519117380261248,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
24,0.9650562107563019,1.3248202602068584,0.45182102685050796,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
25,0.9244858250021935,1.3396522005399067,0.44064087445573297,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
26,0.930982768535614,1.3660757740338643,0.42720428156748913,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
27,0.9166173152625561,1.358592450618744,0.4420922532656023,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
28,0.9077051728963852,1.3761802514394124,0.43767008345428154,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
29,0.9008393660187721,1.3423928022384644,0.4353115928882438,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
30,0.9178748168051243,1.3610654671986897,0.4256962082728592,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
31,0.8920321688055992,1.3428776462872822,0.4282021044992743,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
32,0.8920551054179668,1.3482907215754192,0.44420128809869375,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
33,0.9283123463392258,1.3342815438906352,0.45738842525399126,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
34,0.9025659300386906,1.3524896105130513,0.43913280116110304,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
35,0.890549823641777,1.3465903004010518,0.4323181240928883,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
36,0.9089038744568825,1.3380083839098613,0.4534424891146589,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
37,0.8739545233547688,1.3509244720141094,0.4521952104499274,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
38,0.8816135637462139,1.3466107447942097,0.44167271407837444,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
39,0.906512551009655,1.3361403743426006,0.4235078011611031,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
40,0.8567921258509159,1.3386154572168987,0.42271407837445574,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
41,0.8401912227272987,1.3217812776565552,0.46145908925979684,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
42,0.8318005241453648,1.3202015956242878,0.4531023222060958,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
43,0.850979395210743,1.323208491007487,0.4397564404934688,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
44,0.8875734768807888,1.3605491717656453,0.4295174165457184,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
45,0.8681575655937195,1.3444541295369465,0.45900988751814226,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
46,0.84616594389081,1.3449432253837585,0.4244262518142235,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
47,0.8524838164448738,1.3463491002718608,0.44202421988388974,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
48,0.8820144198834896,1.3103519082069397,0.471244557329463,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
49,0.8239190019667149,1.3086114128430684,0.46481540275761973,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
50,0.8436702638864517,1.3030375440915425,0.45182102685050796,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
51,0.8097769767045975,1.3311337232589722,0.449655297532656,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
52,0.8095028884708881,1.3754851818084717,0.43695573294629897,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
53,0.8104937337338924,1.3448564410209656,0.4684438497822932,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
54,0.8016966730356216,1.3048908114433289,0.45552884615384615,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
55,0.8017908297479153,1.381184458732605,0.43541364296081275,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
56,0.8248234689235687,1.3724080324172974,0.46236620101596515,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
57,0.8014783300459385,1.3475537300109863,0.4589191763425254,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
58,0.7951575368642807,1.3544811407725017,0.45838624818577645,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
59,0.8259926661849022,1.339578628540039,0.44909969158200286,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
60,0.7930407412350178,1.3343621095021565,0.41698793541364293,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
61,0.794802924618125,1.30184010664622,0.4601551161103048,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
62,0.7843613438308239,1.384367287158966,0.45122006531204645,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
63,0.7884644530713558,1.33805916706721,0.42382529027576193,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
64,0.7663170471787453,1.3101652264595032,0.4742266872278665,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
65,0.8033347949385643,1.3385972380638123,0.4460948838896952,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
66,0.7989664152264595,1.3906083901723225,0.44340756531204645,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
67,0.7861093021929264,1.3394886255264282,0.4346992924528302,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
68,0.75631233304739,1.3481937448183696,0.4479431240928882,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
69,0.7931494265794754,1.3770116368929546,0.42963080551523947,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
70,0.8119680732488632,1.3337840139865875,0.40639740566037735,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
71,0.7442700527608395,1.3126463691393535,0.441842797532656,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
72,0.7372806612402201,1.323843518892924,0.45827285921625543,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
73,0.774793840944767,1.3491883277893066,0.4222605224963716,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
74,0.7457005530595779,1.3814136981964111,0.4474782293178519,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
75,0.7547449972480536,1.3832576870918274,0.43659288824383163,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
76,0.7587656080722809,1.3791550397872925,0.42308826197387517,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
77,0.7466439846903086,1.3546154101689656,0.4433168541364296,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
78,0.7292638905346394,1.3553343911965687,0.44313543178519593,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
79,0.7508252784609795,1.3740497926870983,0.4360599600870827,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
80,0.7508242912590504,1.3956732551256816,0.44113978592162556,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
81,0.7186661437153816,1.3753408590952556,0.4148902394775036,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
82,0.7557238638401031,1.3561411499977112,0.4483853410740203,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
83,0.7567055523395538,1.3591184814771016,0.4200154208998549,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
84,0.7699585482478142,1.3608283996582031,0.4294267053701016,2,Cubiculo_13-Laboratorio_I,Cubiculo_3-Laboratorio_E
1,1.3504106577704935,1.4128570556640625,0.3684210526315789,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
2,1.2783981631783878,1.4197810292243958,0.35579174228675137,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
3,1.2131964950000538,1.4516669511795044,0.3674682395644283,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
4,1.1686925467322855,1.4370267987251282,0.3817785843920145,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
5,1.1213407656725716,1.4410898983478546,0.3781261343012704,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
6,1.0994644655900843,1.4409204721450806,0.3842627041742287,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
7,1.071576914366554,1.4413956105709076,0.39299682395644286,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
8,1.0414235626949984,1.4639473855495453,0.40946234119782215,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
9,1.0328509772525114,1.4727801978588104,0.41742059891107075,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
10,1.0115233449374927,1.480957269668579,0.4176361161524501,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
11,0.9946182370185852,1.4479783773422241,0.41775408348457355,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
12,0.985555417397443,1.522053450345993,0.45645190562613436,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
13,0.9638532540377449,1.477775752544403,0.42148820326678765,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
14,0.9501804709434509,1.5305941700935364,0.42033575317604355,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
15,0.9289636366507587,1.5803264677524567,0.43502268602540833,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
16,0.9259193118880776,1.5726010501384735,0.4416016333938294,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
17,0.9039644178222207,1.5898107290267944,0.4205989110707804,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
18,0.9041120445027071,1.633717954158783,0.4316016333938294,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
19,0.8863410809460808,1.6226853132247925,0.4161751361161525,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
20,0.8906513487591463,1.6475520431995392,0.40163339382940105,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
21,0.8791382733513328,1.6102376282215118,0.41401996370235933,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
22,0.8744116565760445,1.6637740433216095,0.4184437386569873,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
23,0.8701320395750158,1.7342160940170288,0.42729128856624315,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
24,0.8625641184694627,1.6805867850780487,0.39494101633393824,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
25,0.8499616770183339,1.7772510647773743,0.4100385662431942,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
26,0.8357569610371309,1.7144079804420471,0.40528584392014516,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
27,0.8213783187024734,1.786367654800415,0.39847549909255897,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
28,0.834658731432522,1.7558927536010742,0.39428312159709616,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
29,0.8088026853168712,1.9058605134487152,0.3912885662431942,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
30,0.8021165973999921,1.7937589287757874,0.3746438294010889,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
31,0.8292355537414551,1.9325129687786102,0.36497277676950995,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
32,0.8164542738129111,1.7986932694911957,0.3789541742286751,3,Cubiculo_3-Laboratorio_E,Sala_E-Laboratorio_A
1,1.3476853926976522,1.3628470765219793,0.384577515216613,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
2,1.2760685046513875,1.3294250965118408,0.41675244659267213,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
3,1.2006966114044189,1.3023549053404067,0.42595700560926125,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
4,1.1410251617431642,1.2911837697029114,0.42939939133548155,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
5,1.1267253319422403,1.2974850800302293,0.44145333572025297,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
6,1.1102461059888205,1.281503313117557,0.4632563551736483,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
7,1.0566956957181295,1.2694907320870294,0.43457229382981266,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
8,1.0216556429862975,1.2919931279288397,0.46265589569161003,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
9,1.0233643531799317,1.3021430969238281,0.49256698293352424,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
10,1.0103679378827413,1.2943828834427729,0.46776166606993674,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
11,1.01220676501592,1.3182841804292467,0.46136546723952737,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
12,0.9700047055880229,1.336135162247552,0.4489050005967299,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
13,0.9922095020612081,1.3386347492535908,0.43096953693758205,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
14,0.9751707712809244,1.3526430858506098,0.4473870688626327,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
15,0.943296754360199,1.3961423701710172,0.43874940327008,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
16,0.9590887467066447,1.390560958120558,0.45437999761308034,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
17,0.9606861472129822,1.4066854781574674,0.4262441818832796,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
18,0.9492623368899028,1.4237296051449246,0.41658834586466165,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
19,0.9092373132705689,1.4486815598275926,0.4430980725623582,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
20,0.9145465532938639,1.453098972638448,0.42978726578350634,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
21,0.9179192105929057,1.4612855580117967,0.4437955006564029,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
22,0.8931626915931702,1.4852993355857,0.4357471058598878,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
23,0.9419704556465149,1.4962145288785298,0.41658834586466165,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
24,0.8823655605316162,1.488370464907752,0.41496971595655807,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
25,0.869034473101298,1.5018649763531156,0.4153240243465807,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
26,0.8722232898076375,1.5537611577245924,0.4419829335242869,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
27,0.8349262873331705,1.5378734204504225,0.41913936627282494,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
28,0.8312485734621684,1.5574255651897855,0.44187477622627996,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
29,0.8538596073786417,1.5895704362127516,0.4572480307912638,4,Sala_E-Laboratorio_A,Almacen-Laboratorio_J
